id,title,link,description,price_numeric,original_price,discount_percent,rating,reviews_count,in_stock,scraped_at,website,category,hour,day_of_week,month,title_length,has_description,has_discount,has_rating,high_rating,website_encoded,category_encoded,deal_quality_score
1113,18670762 Prime Members 27 Ultragear Qhd 1440P 180Hz 1Ms Hdr10 Ips Gaming Monitor 189 99 Free Shippin,https://slickdeals.net/f/18670762-prime-members-27-ultragear-qhd-1440p-180hz-1ms-hdr10-ips-gaming-monitor-189-99-free-shipping,,189.99,,0.0,0.0,0.0,1,2025-10-13 10:54:46,slickdeals,monitor,10,0,10,100,0,0,0,0,1,13,0.0
1123,18666790 27 Alienware Aw2725Dm 1440P 180Hz Gaming Monitor 189 98 Free Shipping Dell,https://slickdeals.net/f/18666790-27-alienware-aw2725dm-1440p-180hz-gaming-monitor-189-98-free-shipping-dell,,189.98,,0.0,0.0,0.0,1,2025-10-13 10:54:46,slickdeals,monitor,10,0,10,83,0,0,0,0,1,13,0.0
1153,18695776 289 99 Gigabyte X870E Aorus Elite Wifi7 Amd Am5 Lga 1718 Motherboard,https://slickdeals.net/f/18695776-289-99-gigabyte-x870e-aorus-elite-wifi7-amd-am5-lga-1718-motherboard,,289.99,,0.0,0.0,0.0,1,2025-10-13 10:54:46,slickdeals,motherboard,10,0,10,77,0,0,0,0,1,15,0.0
1174,18677146 Asrock B850I Lightning Wifi Mini Itx Am5 Motherboard 179 99 Free Shipping,https://slickdeals.net/f/18677146-asrock-b850i-lightning-wifi-mini-itx-am5-motherboard-179-99-free-shipping,,179.99,,0.0,0.0,0.0,1,2025-10-13 10:54:46,slickdeals,motherboard,10,0,10,82,0,0,0,0,1,15,0.0
1175,18693502 1000W Be Quiet Pure Power 13 M Atx 3 1 Fully Modular Psu 119 92 Free Shipping,https://slickdeals.net/f/18693502-1000w-be-quiet-pure-power-13-m-atx-3-1-fully-modular-psu-119-92-free-shipping,,119.92,,0.0,0.0,0.0,1,2025-10-13 10:54:46,slickdeals,power-supply,10,0,10,86,0,0,0,0,1,18,0.0
1177,18692605 50 Amp Progressive Industries Rv Surge Module Blue Black 12 99 Free Shipping W Prime,https://slickdeals.net/f/18692605-50-amp-progressive-industries-rv-surge-module-blue-black-12-99-free-shipping-w-prime,,12.99,,0.0,0.0,0.0,1,2025-10-13 10:54:46,slickdeals,power-supply,10,0,10,93,0,0,0,0,1,18,0.0
1186,18695590 Regional Midatlantic 72 69 Thermaltake Toughpower Gf A3 850W 80 Gold Fully Modular Atx Powe,https://slickdeals.net/f/18695590-regional-midatlantic-72-69-thermaltake-toughpower-gf-a3-850w-80-gold-fully-modular-atx-power-supply-at-amazon,,72.69,,0.0,0.0,0.0,1,2025-10-13 10:54:46,slickdeals,power-supply,10,0,10,100,0,0,0,0,1,18,0.0
1194,18695824 59 99 1Tb Samsung 990 Evo Pcie Gen 4X4 Gen 5X2 M 2 2280 Nvme Internal Solid State Drive At,https://slickdeals.net/f/18695824-59-99-1tb-samsung-990-evo-pcie-gen-4x4-gen-5x2-m-2-2280-nvme-internal-solid-state-drive-at-amazon,,59.99,,0.0,0.0,0.0,1,2025-10-13 10:54:46,slickdeals,drives,10,0,10,99,0,0,0,0,1,10,0.0
1209,18643081 4Tb Crucial T705 Pcie Gen5 Nvme Internal Ssd Solid State Drive 320 99 Free Shipping,https://slickdeals.net/f/18643081-4tb-crucial-t705-pcie-gen5-nvme-internal-ssd-solid-state-drive-320-99-free-shipping,,320.99,,0.0,0.0,0.0,1,2025-10-13 10:54:46,slickdeals,drives,10,0,10,92,0,0,0,0,1,10,0.0
1210,18632200 2Tb Klevv Cras C910 M 2 2280 Gen4X4 Nvme Solid State Drive W Heatsink 90 Free Shipping,https://slickdeals.net/f/18632200-2tb-klevv-cras-c910-m-2-2280-gen4x4-nvme-solid-state-drive-w-heatsink-90-free-shipping,,90.0,,0.0,0.0,0.0,1,2025-10-13 10:54:46,slickdeals,drives,10,0,10,95,0,0,0,0,1,10,0.0
1211,18609205 2Tb Msi Spatium M560 M 2 2280 Pcie 5 0 Nvme Solid State Drive 150 Free Shipping,https://slickdeals.net/f/18609205-2tb-msi-spatium-m560-m-2-2280-pcie-5-0-nvme-solid-state-drive-150-free-shipping,,149.99,,0.0,0.0,0.0,1,2025-10-13 10:54:46,slickdeals,drives,10,0,10,88,0,0,0,0,1,10,0.0
1213,18666634 Sandisk 1Tb Creator Phone Ssd Up To 1 000 Mb S Compatible With Magsafe Shoot In Prores With,https://slickdeals.net/f/18666634-sandisk-1tb-creator-phone-ssd-up-to-1-000-mb-s-compatible-with-magsafe-shoot-in-prores-with-iphone-15-pro-pro-max-and-iphone-16-pro-pro-max-109-99,,109.99,,0.0,0.0,0.0,1,2025-10-13 10:54:46,slickdeals,drives,10,0,10,100,0,0,0,0,1,10,0.0
1214,18658153 Samsung 990 Evo Plus Ssd 4Tb Pcie Gen 4X4 Gen 5X2 M 2 Speeds Up To 7 250 Mb S 239 99,https://slickdeals.net/f/18658153-samsung-990-evo-plus-ssd-4tb-pcie-gen-4x4-gen-5x2-m-2-speeds-up-to-7-250-mb-s-239-99,,239.99,,0.0,0.0,0.0,1,2025-10-13 10:54:46,slickdeals,drives,10,0,10,93,0,0,0,0,1,10,0.0
1215,18642373 439 99 8Tb Crucial X10 Usb 3 2 Type C Portable Solid State Drive 10 Back W Prime Visa Card,https://slickdeals.net/f/18642373-439-99-8tb-crucial-x10-usb-3-2-type-c-portable-solid-state-drive-10-back-w-prime-visa-card-at-amazon,,439.99,,0.0,0.0,0.0,1,2025-10-13 10:54:46,slickdeals,drives,10,0,10,99,0,0,0,0,1,10,0.0
1216,18671284 Prime Sk Hynix Platinum P51 Pcie Gen5 Nvme M 2 2280 Ssd 1Tb 110 2Tb 190 Free Shipping,https://slickdeals.net/f/18671284-prime-sk-hynix-platinum-p51-pcie-gen5-nvme-m-2-2280-ssd-1tb-110-2tb-190-free-shipping,,110.0,,0.0,0.0,0.0,1,2025-10-13 10:54:46,slickdeals,drives,10,0,10,94,0,0,0,0,1,10,0.0
1219,18642976 Crucial T705 2Tb Pcie Gen5 Nvme M 2 Internal Solid State Drive 159 99 Free Shipping,https://slickdeals.net/f/18642976-crucial-t705-2tb-pcie-gen5-nvme-m-2-internal-solid-state-drive-159-99-free-shipping,,159.99,,0.0,0.0,0.0,1,2025-10-13 10:54:46,slickdeals,drives,10,0,10,92,0,0,0,0,1,10,0.0
1221,18695038 Cyberpowerpc Gaming Desktop Intel Core I9 14900F Nvidia Geforce Rtx 5070 12Gb 32Gb Ddr5 Rgb,https://slickdeals.net/f/18695038-cyberpowerpc-gaming-desktop-intel-core-i9-14900f-nvidia-geforce-rtx-5070-12gb-32gb-ddr5-rgb-1tb-pcie-4-0-ssd-black-1569-99,,156.0,9.99,0.0,0.0,0.0,1,2025-10-13 10:54:46,slickdeals,desktop,10,0,10,100,0,0,0,0,1,8,0.0
1222,18694435 Skyech Azure 2 Amd Ryzen 7 7700X Rtx 5070 12Gb 32G Ddr5 6000Mhz 1 Tb Nvme 360Mm Aio 1306 49,https://slickdeals.net/f/18694435-skyech-azure-2-amd-ryzen-7-7700x-rtx-5070-12gb-32g-ddr5-6000mhz-1-tb-nvme-360mm-aio-1306-49,,130.0,6.49,0.0,0.0,0.0,1,2025-10-13 10:54:46,slickdeals,desktop,10,0,10,100,0,0,0,0,1,8,0.0
1228,18695086 Skytech Gaming Crystal Gaming Desktop Pc Intel Core I5 14400F 16Gb Memory Amd Radeon Rx 906,https://slickdeals.net/f/18695086-skytech-gaming-crystal-gaming-desktop-pc-intel-core-i5-14400f-16gb-memory-amd-radeon-rx-9060xt-8gb-1tb-nvme-ssd-black-869-99,,869.99,,0.0,0.0,0.0,1,2025-10-13 10:54:46,slickdeals,desktop,10,0,10,100,0,0,0,0,1,8,0.0
1231,18692326 Skytech Gaming Blaze4 Mini Desktop Ryzen 5 9600X Rx 7600 8Gb 1Tb Ssd 16Gb Ddr5 650W 799 99,https://slickdeals.net/f/18692326-skytech-gaming-blaze4-mini-desktop-ryzen-5-9600x-rx-7600-8gb-1tb-ssd-16gb-ddr5-650w-799-99,,799.99,,0.0,0.0,0.0,1,2025-10-13 10:54:46,slickdeals,desktop,10,0,10,99,0,0,0,0,1,8,0.0
1257,18640699 Skytech Gaming O11V Gaming Desktop Pc Amd Ryzen 7 7700 32Gb Memory Amd Radeon Rx 9070Xt 1Tb,https://slickdeals.net/f/18640699-skytech-gaming-o11v-gaming-desktop-pc-amd-ryzen-7-7700-32gb-memory-amd-radeon-rx-9070xt-1tb-nvme-ssd-black-1499-99,,149.0,9.99,0.0,0.0,0.0,1,2025-10-13 10:54:46,slickdeals,desktop,10,0,10,100,0,0,0,0,1,8,0.0
1262,18667591 Staples Purchase Any Hp Office Jet Pro Printer Up To 700 Earn 50 Back In Rewards Up To 350,https://slickdeals.net/f/18667591-staples-purchase-any-hp-office-jet-pro-printer-up-to-700-earn-50-back-in-rewards-up-to-350-back,,0.0,,0.0,0.0,0.0,1,2025-10-13 10:54:46,slickdeals,printer,10,0,10,99,0,0,0,0,1,19,0.0
1263,18696091 10X 1Kg Elegoo Pla Plus 1 75Mm 3D Printer Filament Mix Match 99 99 Free S H,https://slickdeals.net/f/18696091-10x-1kg-elegoo-pla-plus-1-75mm-3d-printer-filament-mix-match-99-99-free-s-h,,99.99,,0.0,0.0,0.0,1,2025-10-13 10:54:46,slickdeals,printer,10,0,10,84,0,0,0,0,1,19,0.0
1268,18695560 38 68 4 Pack 1Kg Sunlu Matte Pla 3D Printer Filaments Red Pink Purple Light Blue At Amazon,https://slickdeals.net/f/18695560-38-68-4-pack-1kg-sunlu-matte-pla-3d-printer-filaments-red-pink-purple-light-blue-at-amazon,,38.68,,0.0,0.0,0.0,1,2025-10-13 10:54:46,slickdeals,printer,10,0,10,99,0,0,0,0,1,19,0.0
1276,18696667 Jayo 5 5 Kg 1 75Mm Pla 3D Printer Filament 5X 1 1Kg Spools Various Bundles 42 Free S H Ac,https://slickdeals.net/f/18696667-jayo-5-5-kg-1-75mm-pla-3d-printer-filament-5x-1-1kg-spools-various-bundles-42-free-s-h-ac,,42.0,,0.0,0.0,0.0,1,2025-10-13 10:54:46,slickdeals,printer,10,0,10,98,0,0,0,0,1,19,0.0
1293,18667636 35 Off Site Wide Polymaker,https://slickdeals.net/f/18667636-35-off-site-wide-polymaker,,0.0,,0.0,0.0,0.0,1,2025-10-13 10:54:46,slickdeals,printer,10,0,10,35,0,0,0,0,1,19,0.0
1295,18618718 Brother Waste Toner Container Wt 220Cl Black 19 99 Free Shipping W Prime Or On 35,https://slickdeals.net/f/18618718-brother-waste-toner-container-wt-220cl-black-19-99-free-shipping-w-prime-or-on-35,,19.99,,0.0,0.0,0.0,1,2025-10-13 10:54:46,slickdeals,printer,10,0,10,90,0,0,0,0,1,19,0.0
1296,18612517 Aceaddity Abs Black 3D Printer Filament 9 87 Kg,https://slickdeals.net/f/18612517-aceaddity-abs-black-3d-printer-filament-9-87-kg,,9.87,,0.0,0.0,0.0,1,2025-10-13 10:54:46,slickdeals,printer,10,0,10,56,0,0,0,0,1,19,0.0
1297,18613687 Yousu 3D Printer Resin 1Kgx3 Bundle Silver Gold Rose 8 54 Kg 25 64,https://slickdeals.net/f/18613687-yousu-3d-printer-resin-1kgx3-bundle-silver-gold-rose-8-54-kg-25-64,,25.64,,0.0,0.0,0.0,1,2025-10-13 10:54:46,slickdeals,printer,10,0,10,75,0,0,0,0,1,19,0.0
1300,18694978 Lenovo 15 6 Ideapad Slim 3 Notebook Arctic Gray Intel Core I3 Cpu 8Gb Of Ram 256Gb Ssd 299,https://slickdeals.net/f/18694978-lenovo-15-6-ideapad-slim-3-notebook-arctic-gray-intel-core-i3-cpu-8gb-of-ram-256gb-ssd-299-99,,299.99,,0.0,0.0,0.0,1,2025-10-13 10:54:46,slickdeals,laptop,10,0,10,99,0,0,0,0,1,11,0.0
1301,18696136 Dell 16 Plus 16 Qhd 120Hz Ips Intel Ultra 5 226V 16Gb Lpddr5 512Gb Ssd 549 99,https://slickdeals.net/f/18696136-dell-16-plus-16-qhd-120hz-ips-intel-ultra-5-226v-16gb-lpddr5-512gb-ssd-549-99,,549.99,,0.0,0.0,0.0,1,2025-10-13 10:54:46,slickdeals,laptop,10,0,10,86,0,0,0,0,1,11,0.0
1302,18693991 Apple Macbook Pro Refurb 13 3 M1 16Gb Ram 512Gb Ssd Touch Bar Silver 539,https://slickdeals.net/f/18693991-apple-macbook-pro-refurb-13-3-m1-16gb-ram-512gb-ssd-touch-bar-silver-539,,539.0,,0.0,0.0,0.0,1,2025-10-13 10:54:46,slickdeals,laptop,10,0,10,81,0,0,0,0,1,11,0.0
1304,18695131 Hp Omnibook 5 14 1200P Oled Touch Snapdragon X1P 42 100 16Gb Lpddr5 512Gb Ssd 499 99,https://slickdeals.net/f/18695131-hp-omnibook-5-14-1200p-oled-touch-snapdragon-x1p-42-100-16gb-lpddr5-512gb-ssd-499-99,,499.99,,0.0,0.0,0.0,1,2025-10-13 10:54:46,slickdeals,laptop,10,0,10,93,0,0,0,0,1,11,0.0
1305,18678361 Ymmv Apple Macbook Pro 16 Inch Laptop Apple M4 Max Chip Built For Apple Intelligence 36Gb M,https://slickdeals.net/f/18678361-ymmv-apple-macbook-pro-16-inch-laptop-apple-m4-max-chip-built-for-apple-intelligence-36gb-memory-1tb-ssd-space-black-open-box-2571-99-at-best-buy,,257.0,1.99,0.0,0.0,0.0,1,2025-10-13 10:54:46,slickdeals,laptop,10,0,10,100,0,0,0,0,1,11,0.0
1309,18691603 Lenovo Loq 2025 17 3 Fhd Ips 165Hz I5 13450Hx Rtx 5050 16Gb Ddr5 1Tb Ssd 766 09,https://slickdeals.net/f/18691603-lenovo-loq-2025-17-3-fhd-ips-165hz-i5-13450hx-rtx-5050-16gb-ddr5-1tb-ssd-766-09,,766.09,,0.0,0.0,0.0,1,2025-10-13 10:54:46,slickdeals,laptop,10,0,10,88,0,0,0,0,1,11,0.0
1311,18696211 Dell Inspiron 15 3530 15 6 Fhd Ips 120Hz I5 1334U 16Gb Ddr4 512Gb Ssd W Sign Up Code 359 99,https://slickdeals.net/f/18696211-dell-inspiron-15-3530-15-6-fhd-ips-120hz-i5-1334u-16gb-ddr4-512gb-ssd-w-sign-up-code-359-99,,359.99,,0.0,0.0,0.0,1,2025-10-13 10:54:46,slickdeals,laptop,10,0,10,100,0,0,0,0,1,11,0.0
1314,18689095 Hp 15 6 Laptop Intel Core I3 8Gb Memory 128Gb Ufs Natural Silver 219 99,https://slickdeals.net/f/18689095-hp-15-6-laptop-intel-core-i3-8gb-memory-128gb-ufs-natural-silver-219-99,,219.99,,0.0,0.0,0.0,1,2025-10-13 10:54:46,slickdeals,laptop,10,0,10,80,0,0,0,0,1,11,0.0
1317,18695119 Acer Predator Helios 18 Ai 18 4K 120Hz Fhd 240Hz Mini Led Intel Core Ultra 9 275Hx Rtx 5090,https://slickdeals.net/f/18695119-acer-predator-helios-18-ai-18-4k-120hz-fhd-240hz-mini-led-intel-core-ultra-9-275hx-rtx-5090-64gb-ddr5-2tb-nvme-5-0-ssd-3499-99,,349.0,9.99,0.0,0.0,0.0,1,2025-10-13 10:54:46,slickdeals,laptop,10,0,10,100,0,0,0,0,1,11,0.0
1320,18686278 Otterbox Samsung Galaxy S24 Defender Series Xt Phone Case Clear Black 4 99 Free Shipping W,https://slickdeals.net/f/18686278-otterbox-samsung-galaxy-s24-defender-series-xt-phone-case-clear-black-4-99-free-shipping-w-prime,,4.99,,0.0,0.0,0.0,1,2025-10-13 10:54:46,slickdeals,phone,10,0,10,99,0,0,0,0,1,17,0.0
1322,18691942 Otterbox Samsung Galaxy S25 Series React Case 4 99,https://slickdeals.net/f/18691942-otterbox-samsung-galaxy-s25-series-react-case-4-99,,4.99,,0.0,0.0,0.0,1,2025-10-13 10:54:46,slickdeals,phone,10,0,10,59,0,0,0,0,1,17,0.0
1327,18688471 11 98 Iniu 45W 10000Mah Power Bank W Built In Usb C Cable At Amazon,https://slickdeals.net/f/18688471-11-98-iniu-45w-10000mah-power-bank-w-built-in-usb-c-cable-at-amazon,,11.98,,0.0,0.0,0.0,1,2025-10-13 10:54:46,slickdeals,phone,10,0,10,76,0,0,0,0,1,17,0.0
1345,18692455 Motorola Moto G Stylus 5G 2024 Unlocked Made For Us 8 256Gb 50Mp Camera Scarlet Wave 199 99,https://slickdeals.net/f/18692455-motorola-moto-g-stylus-5g-2024-unlocked-made-for-us-8-256gb-50mp-camera-scarlet-wave-199-99-at-amazon,,199.99,,0.0,0.0,0.0,1,2025-10-13 10:54:46,slickdeals,unlocked-phones,10,0,10,100,0,0,0,0,1,29,0.0
1348,18694450 45Mm Otterbox Eclipse Case For Apple Watch Series 7 8 9 Wild Strawberry Pink 4 99 Free Ship,https://slickdeals.net/f/18694450-45mm-otterbox-eclipse-case-for-apple-watch-series-7-8-9-wild-strawberry-pink-4-99-free-shipping-w-prime,,4.99,,0.0,0.0,0.0,1,2025-10-13 10:54:46,slickdeals,smart-watch,10,0,10,100,0,0,0,0,1,22,0.0
1385,18694489 Yamaha Musiccast Bluetooth Stereo Turntable White 594 99,https://slickdeals.net/f/18694489-yamaha-musiccast-bluetooth-stereo-turntable-white-594-99,,594.99,,0.0,0.0,0.0,1,2025-10-13 10:54:46,slickdeals,audio,10,0,10,65,0,0,0,0,1,2,0.0
1392,18662968 17 99 Roku Streaming Stick Hd 2025 At Amazon,https://slickdeals.net/f/18662968-17-99-roku-streaming-stick-hd-2025-at-amazon,,17.99,,0.0,0.0,0.0,1,2025-10-13 10:54:46,slickdeals,audio,10,0,10,53,0,0,0,0,1,2,0.0
1400,18667672 Hyperx Cloud Iii Wireless Gaming Headset Black Red 74 99 Free Shipping,https://slickdeals.net/f/18667672-hyperx-cloud-iii-wireless-gaming-headset-black-red-74-99-free-shipping,,74.99,,0.0,0.0,0.0,1,2025-10-13 10:54:46,slickdeals,audio,10,0,10,79,0,0,0,0,1,2,0.0
1402,18656005 Prime Members 11 8 Govee Envisual Smart Tv Led Backlight T2 With Dual Cameras For 55 65 Inc,https://slickdeals.net/f/18656005-prime-members-11-8-govee-envisual-smart-tv-led-backlight-t2-with-dual-cameras-for-55-65-inch-tvs-74-99-free-shipping,,74.99,,0.0,0.0,0.0,1,2025-10-13 10:54:46,slickdeals,tv,10,0,10,100,0,0,0,0,1,27,0.0
1404,18668767 Insignia F50 Series Led 4K Uhd Smart Fire Tv 55 190 65 290 More Free Shipping,https://slickdeals.net/f/18668767-insignia-f50-series-led-4k-uhd-smart-fire-tv-55-190-65-290-more-free-shipping,,189.99,,0.0,0.0,0.0,1,2025-10-13 10:54:46,slickdeals,tv,10,0,10,86,0,0,0,0,1,27,0.0
1405,18681001 7 8 Govee Smart Tv Backlight Rgbic Led Strip Lights 40 50 Tvs 13,https://slickdeals.net/f/18681001-7-8-govee-smart-tv-backlight-rgbic-led-strip-lights-40-50-tvs-13,,12.99,,0.0,0.0,0.0,1,2025-10-13 10:54:46,slickdeals,tv,10,0,10,73,0,0,0,0,1,27,0.0
1409,18690169 Tcl 98 Class Q6 98Q651G 4K Uhd 120Hz Hdr Qled Smart Tv With Google Tv 1299 99,https://slickdeals.net/f/18690169-tcl-98-class-q6-98q651g-4k-uhd-120hz-hdr-qled-smart-tv-with-google-tv-1299-99,,129.0,9.99,0.0,0.0,0.0,1,2025-10-13 10:54:46,slickdeals,tv,10,0,10,86,0,0,0,0,1,27,0.0
1410,18692002 Samsung 65In Frame Tv Qled 4K Ls03D With Soundbar Hw S61D Using Aaa,https://slickdeals.net/f/18692002-samsung-65in-frame-tv-qled-4k-ls03d-with-soundbar-hw-s61d-using-aaa,,103.0,4.99,0.0,0.0,0.0,1,2025-10-13 10:54:46,slickdeals,tv,10,0,10,76,0,0,0,0,1,27,0.0
1411,18692485 Samsung Edu Epp Qn70F Neo Qled Mini Led 65 4K Ultra Hd Smart Led Tv 764 99,https://slickdeals.net/f/18692485-samsung-edu-epp-qn70f-neo-qled-mini-led-65-4k-ultra-hd-smart-led-tv-764-99,,764.99,,0.0,0.0,0.0,1,2025-10-13 10:54:46,slickdeals,tv,10,0,10,83,0,0,0,0,1,27,0.0
1413,18690193 Hisense 75 U6H Smart Tv 75U6H 4K Qled 600 Nits Dolby Vision Atmos 240 Motion Rate Game Mode,https://slickdeals.net/f/18690193-hisense-75-u6h-smart-tv-75u6h-4k-qled-600-nits-dolby-vision-atmos-240-motion-rate-game-mode-plus-voice-remote-448,,448.0,,0.0,0.0,0.0,1,2025-10-13 10:54:46,slickdeals,tv,10,0,10,100,0,0,0,0,1,27,0.0
1415,18669223 55 Onn 4K Uhd 2160P Hdr Led Roku Smart Tv 188 Free Shipping,https://slickdeals.net/f/18669223-55-onn-4k-uhd-2160p-hdr-led-roku-smart-tv-188-free-shipping,,188.0,,0.0,0.0,0.0,1,2025-10-13 10:54:46,slickdeals,tv,10,0,10,68,0,0,0,0,1,27,0.0
1421,18676693 Toshiba 75 Class C350 Series Led 4K Uhd Smart Fire Tv With Voice Remote With Alexa 75C350Nu,https://slickdeals.net/f/18676693-toshiba-75-class-c350-series-led-4k-uhd-smart-fire-tv-with-voice-remote-with-alexa-75c350nu-400,,400.0,,0.0,0.0,0.0,1,2025-10-13 10:54:46,slickdeals,tv,10,0,10,100,0,0,0,0,1,27,0.0
494,18691705 Lenovo Ideapad 5 2 In 1 16 1200P Ips Amd Ryzen Ai 7 350 16Gb Ram 512Gb Ssd 529 Free Shippin,https://slickdeals.net/f/18691705-lenovo-ideapad-5-2-in-1-16-1200p-ips-amd-ryzen-ai-7-350-16gb-ram-512gb-ssd-529-free-shipping,,529.0,,0.0,0.0,0.0,1,2025-10-11 22:38:42,slickdeals,computer,22,5,10,100,0,0,0,0,1,3,0.0
502,18691339 Prime Members Jvscam 3 Speed Cordless Rechargeable Air Duster Blower 19 98 Free Shipping W,https://slickdeals.net/f/18691339-prime-members-jvscam-3-speed-cordless-rechargeable-air-duster-blower-19-98-free-shipping-w-prime-or-on-35,,19.98,,0.0,0.0,0.0,1,2025-10-11 22:38:42,slickdeals,computer,22,5,10,99,0,0,0,0,1,3,0.0
503,18692038 Amd Ryzen 7 7800X3D 8 Core 16 Thread Desktop Processor 319 99,https://slickdeals.net/f/18692038-amd-ryzen-7-7800x3d-8-core-16-thread-desktop-processor-319-99,,319.99,,0.0,0.0,0.0,1,2025-10-11 22:38:42,slickdeals,computer,22,5,10,70,0,0,0,0,1,3,0.0
519,18672142 Best Buy 128Gb Apple Ipad 11Th Gen 11 Wi Fi Tablet Various Colors 2025 279 99,https://slickdeals.net/f/18672142-best-buy-128gb-apple-ipad-11th-gen-11-wi-fi-tablet-various-colors-2025-279-99,,279.0,,0.0,0.0,0.0,1,2025-10-11 22:38:42,slickdeals,computer,22,5,10,86,0,0,0,0,1,3,0.0
543,18682234 Prime Baseus Power Strip 1200J Surge Protector W 3X Usb 20W Pd 3X Ac Outlets 10 35 Free Shi,https://slickdeals.net/f/18682234-prime-baseus-power-strip-1200j-surge-protector-w-3x-usb-20w-pd-3x-ac-outlets-10-35-free-shipping,,10.34,,0.0,0.0,0.0,1,2025-10-11 22:38:42,slickdeals,tech,22,5,10,100,0,0,0,0,1,26,0.0
550,18690034 Anker 25 000Mah Portable Charger Laptop Power Bank 89 99 Free Shipping,https://slickdeals.net/f/18690034-anker-25-000mah-portable-charger-laptop-power-bank-89-99-free-shipping,,89.99,,0.0,0.0,0.0,1,2025-10-11 22:38:42,slickdeals,tech,22,5,10,79,0,0,0,0,1,26,0.0
557,18691714 Lenovo Ideapad Slim 3 Laptop 15 1200P Amd Ryzen 5 8540U 8Gb Ram 512Gb Ssd 299 Free S H,https://slickdeals.net/f/18691714-lenovo-ideapad-slim-3-laptop-15-1200p-amd-ryzen-5-8540u-8gb-ram-512gb-ssd-299-free-s-h,,299.0,,0.0,0.0,0.0,1,2025-10-11 22:38:42,slickdeals,laptop,22,5,10,95,0,0,0,0,1,11,0.0
662,18685522 Omen 27 Inch Qhd 165Hz Gaming Monitor Omen 27Qz 151 05,https://slickdeals.net/f/18685522-omen-27-inch-qhd-165hz-gaming-monitor-omen-27qz-151-05,,151.05,,0.0,0.0,0.0,1,2025-10-11 22:38:42,slickdeals,monitor,22,5,10,63,0,0,0,0,1,13,0.0
663,18683938 Dell 32 Plus 4K Monitor S3225Qs 31 5 Inch 299 99,https://slickdeals.net/f/18683938-dell-32-plus-4k-monitor-s3225qs-31-5-inch-299-99,,299.99,,0.0,0.0,0.0,1,2025-10-11 22:38:42,slickdeals,monitor,22,5,10,57,0,0,0,0,1,13,0.0
664,18685738 Lg Partner Store 39 Inch Ultragear Oled Wqhd 240Hz 0 03Ms G Sync Compatible 800R Curved Gam,https://slickdeals.net/f/18685738-lg-partner-store-39-inch-ultragear-oled-wqhd-240hz-0-03ms-g-sync-compatible-800r-curved-gaming-monitor-with-webos-728-99,,728.99,,0.0,0.0,0.0,1,2025-10-11 22:38:42,slickdeals,monitor,22,5,10,100,0,0,0,0,1,13,0.0
704,18605713 Minisforum Bd790I X3D Modt Mobile On Desktop Mini Itx Motherboard Ryzen 9 7945Hx3D 2Xddr5 2,https://slickdeals.net/f/18605713-minisforum-bd790i-x3d-modt-mobile-on-desktop-mini-itx-motherboard-ryzen-9-7945hx3d-2xddr5-2xm-2-gen5-2-5g-ethernet-479-f-s,,479.0,,0.0,0.0,0.0,1,2025-10-11 22:38:42,slickdeals,motherboard,22,5,10,100,0,0,0,0,1,15,0.0
705,18643564 329 99 Nzxt N9 X870E Amd X870E Am5 Atx Gaming Motherboard At Amazon,https://slickdeals.net/f/18643564-329-99-nzxt-n9-x870e-amd-x870e-am5-atx-gaming-motherboard-at-amazon,,329.99,,0.0,0.0,0.0,1,2025-10-11 22:38:42,slickdeals,motherboard,22,5,10,76,0,0,0,0,1,15,0.0
737,18691807 Seagate Ironwolf Pro 28 Tb Hard Drive 479 99,https://slickdeals.net/f/18691807-seagate-ironwolf-pro-28-tb-hard-drive-479-99,,479.99,,0.0,0.0,0.0,1,2025-10-11 22:38:42,slickdeals,drives,22,5,10,53,0,0,0,0,1,10,0.0
756,18691393 Powerspec G240 Gaming Desktop I5 14400F Rtx 5060 16Gb Ddr5 6000 1Tb Ssd 799 99,https://slickdeals.net/f/18691393-powerspec-g240-gaming-desktop-i5-14400f-rtx-5060-16gb-ddr5-6000-1tb-ssd-799-99,,799.99,,0.0,0.0,0.0,1,2025-10-11 22:38:42,slickdeals,desktop,22,5,10,87,0,0,0,0,1,8,0.0
760,18690136 Skytech Aqua Gaming Desktop Ryzen 7 9800X3D Rtx 5070 Ti 32Gb Ddr5 2Tb Ssd 1789 97,https://slickdeals.net/f/18690136-skytech-aqua-gaming-desktop-ryzen-7-9800x3d-rtx-5070-ti-32gb-ddr5-2tb-ssd-1789-97,,178.0,9.97,0.0,0.0,0.0,1,2025-10-11 22:38:42,slickdeals,desktop,22,5,10,90,0,0,0,0,1,8,0.0
787,18620317 Beelink Eqr5 Ai Mini Pc Amd Ryzen 5 5650U Up To 4 2Ghz 6C 12T 32Gb Ddr4 Ram 1Tb Nvme Ssd Mi,https://slickdeals.net/f/18620317-beelink-eqr5-ai-mini-pc-amd-ryzen-5-5650u-up-to-4-2ghz-6c-12t-32gb-ddr4-ram-1tb-nvme-ssd-micro-pc-4k-60hz-dual-hdmi-bt5-2-wifi-6-for-office-home-w-11-pro-279,,279.0,,0.0,0.0,0.0,1,2025-10-11 22:38:42,slickdeals,desktop,22,5,10,100,0,0,0,0,1,8,0.0
